Record,Specimen_ID,User_ID,Algorithm_Estimate_mm,Adjusted_Estimate_mm,Hand_Measurement_mm,Algorithm_Total_Error_mm,Adjusted_Total_Error_mm,Algorithm_Percent_Error,Adjusted_Percent_Error,Included
1572,72,16,205.9,149.9,147,58.9,2.9,40.07,1.97,no
1573,73,16,280.5,150.2,137,143.5,13.2,104.74,9.64,no
1574,74,16,229.3,139.5,146,83.3,-6.5,57.05,-4.45,no
1575,75,16,146.6,135.6,110,36.6,25.6,33.27,23.27,no
1576,76,16,153.7,127.9,126,27.7,1.9,21.98,1.51,no
1577,77,16,677.7,107.5,155,522.7,-47.5,337.23,-30.65,no
1578,78,16,148.6,111.7,128,20.6,-16.3,16.09,-12.73,no
1579,79,16,139.1,118.5,129,10.1,-10.5,7.83,-8.14,no
1580,80,16,152.6,146.8,128,24.6,18.8,19.22,14.69,no
1581,81,16,195.4,157,120,75.4,37,62.83,30.83,no
1582,82,16,165,158.8,165,0,-6.2,0,-3.76,no
1583,83,16,750.4,715,130,620.4,585,477.23,450,no
300,100,3,123.7,115.6,123,0.7,-7.4,0.57,-6.02,yes
1900,100,19,123.7,49.4,123,0.7,-73.6,0.57,-59.84,yes
1726,26,18,123.6,123.6,124,-0.4,-0.4,-0.32,-0.32,yes
826,26,9,123.6,120.8,124,-0.4,-3.2,-0.32,-2.58,yes
1588,88,16,123.9,122.6,163,-39.1,-40.4,-23.99,-24.79,no
1589,89,16,554.3,125.6,120,434.3,5.6,361.92,4.67,no
1590,90,16,1319.8,139.1,156,1163.8,-16.9,746.03,-10.83,no
1591,91,16,117.3,100.7,118,-0.7,-17.3,-0.59,-14.66,no
1592,92,16,135.3,122.8,147,-11.7,-24.2,-7.96,-16.46,no
1593,93,16,139,121.5,137,2,-15.5,1.46,-11.31,no
1594,94,16,132,116.9,128,4,-11.1,3.13,-8.67,no
1595,95,16,558.3,515.3,128,430.3,387.3,336.17,302.58,no
1596,96,16,128.2,124.2,125,3.2,-0.8,2.56,-0.64,no
926,26,10,123.6,120.8,124,-0.4,-3.2,-0.32,-2.58,yes
1598,98,16,138.8,139.2,140,-1.2,-0.8,-0.86,-0.57,no
1599,99,16,124.7,115.4,115,9.7,0.4,8.43,0.35,no
1026,26,11,123.6,114.3,124,-0.4,-9.7,-0.32,-7.82,yes
1601,1,17,133.1,129.3,128,5.1,1.3,3.98,1.02,no
1602,2,17,129.8,125.4,125,4.8,0.4,3.84,0.32,no
1326,26,14,123.6,113.7,124,-0.4,-10.3,-0.32,-8.31,yes
987,87,10,122.5,125.5,119,3.5,6.5,2.94,5.46,yes
2387,87,24,122.5,124.8,119,3.5,5.8,2.94,4.87,yes
1187,87,12,122.5,124.3,119,3.5,5.3,2.94,4.45,yes
1607,7,17,137.8,136.2,135,2.8,1.2,2.07,0.89,no
1887,87,19,122.5,124.3,119,3.5,5.3,2.94,4.45,yes
1609,9,17,136.2,129.5,125,11.2,4.5,8.96,3.6,no
1610,10,17,122.5,111.5,115,7.5,-3.5,6.52,-3.04,no
1611,11,17,142.9,131.8,131,11.9,0.8,9.08,0.61,no
487,87,5,122.5,123.3,119,3.5,4.3,2.94,3.61,yes
1587,87,16,122.5,122.6,119,3.5,3.6,2.94,3.03,yes
87,87,1,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1615,15,17,109.2,109.6,102,7.2,7.6,7.06,7.45,no
1616,16,17,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,no
1617,17,17,112.9,113,111,1.9,2,1.71,1.8,no
187,87,2,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1619,19,17,135.8,131.4,140,-4.2,-8.6,-3,-6.14,no
1620,20,17,131.6,129,123,8.6,6,6.99,4.88,no
387,87,4,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
587,87,6,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
687,87,7,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1624,24,17,120.1,112.3,109,11.1,3.3,10.18,3.03,no
787,87,8,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1626,26,17,123.6,114.8,124,-0.4,-9.2,-0.32,-7.42,no
1627,27,17,120.1,120.1,117,3.1,3.1,2.65,2.65,no
1087,87,11,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1387,87,14,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1630,30,17,121.9,115.4,118,3.9,-2.6,3.31,-2.2,no
1631,31,17,124.1,125.2,115,9.1,10.2,7.91,8.87,no
1487,87,15,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1633,33,17,137.3,133.7,133,4.3,0.7,3.23,0.53,no
1634,34,17,146.4,128,130,16.4,-2,12.62,-1.54,no
1635,35,17,136.2,134,125,11.2,9,8.96,7.2,no
1787,87,18,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1987,87,20,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1638,38,17,146,133.8,123,23,10.8,18.7,8.78,no
1639,39,17,129.2,122.5,120,9.2,2.5,7.67,2.08,no
1640,40,17,173.3,150.8,152,21.3,-1.2,14.01,-0.79,no
2087,87,21,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
1642,42,17,121.7,116.8,120,1.7,-3.2,1.42,-2.67,no
1643,43,17,117.2,112.8,112,5.2,0.8,4.64,0.71,no
1644,44,17,157.5,143.7,145,12.5,-1.3,8.62,-0.9,no
2187,87,22,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
2287,87,23,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
2487,87,25,122.5,122.5,119,3.5,3.5,2.94,2.94,yes
287,87,3,122.5,116.5,119,3.5,-2.5,2.94,-2.1,yes
1710,10,18,122.5,122.5,115,7.5,7.5,6.52,6.52,yes
1650,50,17,122.2,117.2,120,2.2,-2.8,1.83,-2.33,no
1651,51,17,122.4,122.3,115,7.4,7.3,6.43,6.35,no
1310,10,14,122.5,112.8,115,7.5,-2.2,6.52,-1.91,yes
1653,53,17,132,130.3,130,2,0.3,1.54,0.23,no
1654,54,17,138,134.6,130,8,4.6,6.15,3.54,no
1655,55,17,130.3,127.8,130,0.3,-2.2,0.23,-1.69,no
310,10,4,122.5,112.1,115,7.5,-2.9,6.52,-2.52,yes
1657,57,17,130.3,128.4,115,15.3,13.4,13.3,11.65,no
1658,58,17,128.7,124.1,125,3.7,-0.9,2.96,-0.72,no
910,10,10,122.5,111.9,115,7.5,-3.1,6.52,-2.7,yes
810,10,9,122.5,111.5,115,7.5,-3.5,6.52,-3.04,yes
2410,10,25,122.5,110.4,115,7.5,-4.6,6.52,-4,yes
1662,62,17,122.4,114.9,126,-3.6,-11.1,-2.86,-8.81,no
1663,63,17,127.9,115.4,115,12.9,0.4,11.22,0.35,no
210,10,3,122.5,99.7,115,7.5,-15.3,6.52,-13.3,yes
862,62,9,122.4,132.5,126,-3.6,6.5,-2.86,5.16,yes
962,62,10,122.4,132.5,126,-3.6,6.5,-2.86,5.16,yes
1667,67,17,125.5,128.5,123,2.5,5.5,2.03,4.47,no
1668,68,17,103.8,97.1,105,-1.2,-7.9,-1.14,-7.52,no
1669,69,17,523.6,121.2,120,403.6,1.2,336.33,1,no
1670,70,17,141,137.3,140,1,-2.7,0.71,-1.93,no
1671,71,17,151.1,141.4,147,4.1,-5.6,2.79,-3.81,no
1672,72,17,205.9,147.2,147,58.9,0.2,40.07,0.14,no
1673,73,17,280.5,135.2,137,143.5,-1.8,104.74,-1.31,no
1674,74,17,229.3,153.3,146,83.3,7.3,57.05,5,no
1675,75,17,146.6,124.4,110,36.6,14.4,33.27,13.09,no
1676,76,17,153.7,140.7,126,27.7,14.7,21.98,11.67,no
1677,77,17,677.7,125.2,155,522.7,-29.8,337.23,-19.23,no
1678,78,17,148.6,131.7,128,20.6,3.7,16.09,2.89,no
1679,79,17,139.1,133.9,129,10.1,4.9,7.83,3.8,no
1680,80,17,152.6,116.7,128,24.6,-11.3,19.22,-8.83,no
1681,81,17,195.4,129.2,120,75.4,9.2,62.83,7.67,no
1682,82,17,165,157.4,165,0,-7.6,0,-4.61,no
1683,83,17,750.4,145.6,130,620.4,15.6,477.23,12,no
762,62,8,122.4,123.8,126,-3.6,-2.2,-2.86,-1.75,yes
362,62,4,122.4,122.8,126,-3.6,-3.2,-2.86,-2.54,yes
662,62,7,122.4,122.1,126,-3.6,-3.9,-2.86,-3.1,yes
1687,87,17,122.5,124.4,119,3.5,5.4,2.94,4.54,no
1688,88,17,123.9,121.6,163,-39.1,-41.4,-23.99,-25.4,no
1689,89,17,554.3,127.6,120,434.3,7.6,361.92,6.33,no
1690,90,17,1319.8,160.4,156,1163.8,4.4,746.03,2.82,no
951,51,10,122.4,125.3,115,7.4,10.3,6.43,8.96,yes
1692,92,17,135.3,133.9,147,-11.7,-13.1,-7.96,-8.91,no
1693,93,17,139,125.6,137,2,-11.4,1.46,-8.32,no
1694,94,17,132,117.2,128,4,-10.8,3.13,-8.44,no
1695,95,17,558.3,139.4,128,430.3,11.4,336.17,8.91,no
1696,96,17,128.2,127.8,125,3.2,2.8,2.56,2.24,no
1851,51,19,122.4,123.8,115,7.4,8.8,6.43,7.65,yes
851,51,9,122.4,123.3,115,7.4,8.3,6.43,7.22,yes
1699,99,17,124.7,119.6,115,9.7,4.6,8.43,4,no
751,51,8,122.4,121.6,115,7.4,6.6,6.43,5.74,yes
651,51,7,122.4,120.3,115,7.4,5.3,6.43,4.61,yes
1702,2,18,129.8,126.2,125,4.8,1.2,3.84,0.96,no
1351,51,14,122.4,119.7,115,7.4,4.7,6.43,4.09,yes
351,51,4,122.4,115.5,115,7.4,0.5,6.43,0.43,yes
1850,50,19,122.2,125,120,2.2,5,1.83,4.17,yes
750,50,8,122.2,122.2,120,2.2,2.2,1.83,1.83,yes
2250,50,23,122.2,122.2,120,2.2,2.2,1.83,1.83,yes
1750,50,18,122.2,121.8,120,2.2,1.8,1.83,1.5,yes
1709,9,18,136.2,126.2,125,11.2,1.2,8.96,0.96,no
350,50,4,122.2,120.6,120,2.2,0.6,1.83,0.5,yes
1711,11,18,142.9,136.5,131,11.9,5.5,9.08,4.2,no
1150,50,12,122.2,118.7,120,2.2,-1.3,1.83,-1.08,yes
950,50,10,122.2,118.2,120,2.2,-1.8,1.83,-1.5,yes
850,50,9,122.2,117.8,120,2.2,-2.2,1.83,-1.83,yes
1350,50,14,122.2,117.8,120,2.2,-2.2,1.83,-1.83,yes
650,50,7,122.2,115,120,2.2,-5,1.83,-4.17,yes
2150,50,22,122.2,109,120,2.2,-11,1.83,-9.17,yes
1830,30,19,121.9,114.6,118,3.9,-3.4,3.31,-2.88,yes
1719,19,18,135.8,140.8,140,-4.2,0.8,-3,0.57,no
1720,20,18,131.6,139,123,8.6,16,6.99,13.01,no
830,30,9,121.9,107.4,118,3.9,-10.6,3.31,-8.98,yes
930,30,10,121.9,107.4,118,3.9,-10.6,3.31,-8.98,yes
464,64,5,121.8,130.9,130,-8.2,0.9,-6.31,0.69,yes
1164,64,12,121.8,123.8,130,-8.2,-6.2,-6.31,-4.77,yes
164,64,2,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
564,64,6,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
1727,27,18,120.1,120.1,117,3.1,3.1,2.65,2.65,no
2164,64,22,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
2264,64,23,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
1730,30,18,121.9,110,118,3.9,-8,3.31,-6.78,no
2364,64,24,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
2464,64,25,121.8,121.8,130,-8.2,-8.2,-6.31,-6.31,yes
364,64,4,121.8,119.9,130,-8.2,-10.1,-6.31,-7.77,yes
1734,34,18,146.4,128,130,16.4,-2,12.62,-1.54,no
1735,35,18,136.2,135.7,125,11.2,10.7,8.96,8.56,no
1764,64,18,121.8,119.7,130,-8.2,-10.3,-6.31,-7.92,yes
1864,64,19,121.8,119.4,130,-8.2,-10.6,-6.31,-8.15,yes
764,64,8,121.8,119.1,130,-8.2,-10.9,-6.31,-8.38,yes
1739,39,18,129.2,121.1,120,9.2,1.1,7.67,0.92,no
1740,40,18,173.3,173.1,152,21.3,21.1,14.01,13.88,no
1364,64,14,121.8,117.8,130,-8.2,-12.2,-6.31,-9.38,yes
2064,64,21,121.8,117.5,130,-8.2,-12.5,-6.31,-9.62,yes
1743,43,18,117.2,112.1,112,5.2,0.1,4.64,0.09,no
1744,44,18,157.5,157.5,145,12.5,12.5,8.62,8.62,no
964,64,10,121.8,117.1,130,-8.2,-12.9,-6.31,-9.92,yes
64,64,1,121.8,115.4,130,-8.2,-14.6,-6.31,-11.23,yes
1264,64,13,121.8,115.4,130,-8.2,-14.6,-6.31,-11.23,yes
1664,64,17,121.8,115.4,130,-8.2,-14.6,-6.31,-11.23,yes
1964,64,20,121.8,114.8,130,-8.2,-15.2,-6.31,-11.69,yes
664,64,7,121.8,114.5,130,-8.2,-15.5,-6.31,-11.92,yes
1751,51,18,122.4,124.5,115,7.4,9.5,6.43,8.26,no
1464,64,15,121.8,113.2,130,-8.2,-16.8,-6.31,-12.92,yes
1564,64,16,121.8,112.4,130,-8.2,-17.6,-6.31,-13.54,yes
1754,54,18,138,138.9,130,8,8.9,6.15,6.85,no
1755,55,18,130.3,129.7,130,0.3,-0.3,0.23,-0.23,no
425,25,5,121.7,125.5,121,0.7,4.5,0.58,3.72,yes
1757,57,18,130.3,121.1,115,15.3,6.1,13.3,5.3,no
1825,25,19,121.7,122.6,121,0.7,1.6,0.58,1.32,yes
1125,25,12,121.7,122.5,121,0.7,1.5,0.58,1.24,yes
25,25,1,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
125,25,2,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1762,62,18,122.4,116.6,126,-3.6,-9.4,-2.86,-7.46,no
1763,63,18,127.9,127.9,115,12.9,12.9,11.22,11.22,no
225,25,3,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
325,25,4,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
525,25,6,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
625,25,7,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
725,25,8,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1769,69,18,523.6,119.6,120,403.6,-0.4,336.33,-0.33,no
1225,25,13,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1771,71,18,151.1,153.8,147,4.1,6.8,2.79,4.63,no
1772,72,18,205.9,139.2,147,58.9,-7.8,40.07,-5.31,no
1773,73,18,280.5,154.3,137,143.5,17.3,104.74,12.63,no
1774,74,18,229.3,146.8,146,83.3,0.8,57.05,0.55,no
1775,75,18,146.6,119.2,110,36.6,9.2,33.27,8.36,no
1776,76,18,153.7,147.9,126,27.7,21.9,21.98,17.38,no
1777,77,18,677.7,119.2,155,522.7,-35.8,337.23,-23.1,no
1778,78,18,148.6,134.4,128,20.6,6.4,16.09,5,no
1779,79,18,139.1,129.4,129,10.1,0.4,7.83,0.31,no
1425,25,15,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1781,81,18,195.4,132.4,120,75.4,12.4,62.83,10.33,no
1782,82,18,165,155.1,165,0,-9.9,0,-6,no
1625,25,17,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1725,25,18,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1925,25,20,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
2125,25,22,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
2225,25,23,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1788,88,18,123.9,123.8,163,-39.1,-39.2,-23.99,-24.05,no
1789,89,18,554.3,140.1,120,434.3,20.1,361.92,16.75,no
1790,90,18,1319.8,166.7,156,1163.8,10.7,746.03,6.86,no
2325,25,24,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
2425,25,25,121.7,121.7,121,0.7,0.7,0.58,0.58,yes
1793,93,18,139,139,137,2,2,1.46,1.46,no
1025,25,11,121.7,121.6,121,0.7,0.6,0.58,0.5,yes
1795,95,18,558.3,132.3,128,430.3,4.3,336.17,3.36,no
1796,96,18,128.2,130.3,125,3.2,5.3,2.56,4.24,no
1325,25,14,121.7,121.6,121,0.7,0.6,0.58,0.5,yes
1525,25,16,121.7,120.8,121,0.7,-0.2,0.58,-0.17,yes
1799,99,18,124.7,117.3,115,9.7,2.3,8.43,2,no
925,25,10,121.7,111.4,121,0.7,-9.6,0.58,-7.93,yes
842,42,9,121.7,134.7,120,1.7,14.7,1.42,12.25,yes
1802,2,19,129.8,131.7,125,4.8,6.7,3.84,5.36,no
942,42,10,121.7,133.7,120,1.7,13.7,1.42,11.42,yes
442,42,5,121.7,129.4,120,1.7,9.4,1.42,7.83,yes
1142,42,12,121.7,123.9,120,1.7,3.9,1.42,3.25,yes
1742,42,18,121.7,123,120,1.7,3,1.42,2.5,yes
42,42,1,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
342,42,4,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1809,9,19,136.2,133.7,125,11.2,8.7,8.96,6.96,no
1810,10,19,122.5,113.3,115,7.5,-1.7,6.52,-1.48,no
1811,11,19,142.9,137.7,131,11.9,6.7,9.08,5.11,no
1812,12,19,131.2,131.2,130,1.2,1.2,0.92,0.92,no
642,42,7,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
742,42,8,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1442,42,15,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1816,16,19,119.4,123.2,122,-2.6,1.2,-2.13,0.98,no
1942,42,20,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
2142,42,22,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1819,19,19,135.8,140,140,-4.2,0,-3,0,no
1820,20,19,131.6,133.4,123,8.6,10.4,6.99,8.46,no
2242,42,23,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
2342,42,24,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1823,23,19,114.5,114.5,112,2.5,2.5,2.23,2.23,no
1824,24,19,120.1,119.7,109,11.1,10.7,10.18,9.82,no
2442,42,25,121.7,121.7,120,1.7,1.7,1.42,1.42,yes
1826,26,19,123.6,119.4,124,-0.4,-4.6,-0.32,-3.71,no
1842,42,19,121.7,120.5,120,1.7,0.5,1.42,0.42,yes
2042,42,21,121.7,120.1,120,1.7,0.1,1.42,0.08,yes
142,42,2,121.7,118.4,120,1.7,-1.6,1.42,-1.33,yes
1542,42,16,121.7,117.5,120,1.7,-2.5,1.42,-2.08,yes
1342,42,14,121.7,114,120,1.7,-6,1.42,-5,yes
1106,6,12,121.3,124.4,123,-1.7,1.4,-1.38,1.14,yes
2306,6,24,121.3,123.6,123,-1.7,0.6,-1.38,0.49,yes
1834,34,19,146.4,136.1,130,16.4,6.1,12.62,4.69,no
6,6,1,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
106,6,2,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
206,6,3,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1838,38,19,146,138.4,123,23,15.4,18.7,12.52,no
1839,39,19,129.2,128,120,9.2,8,7.67,6.67,no
306,6,4,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
406,6,5,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
606,6,7,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1843,43,19,117.2,120.4,112,5.2,8.4,4.64,7.5,no
1844,44,19,157.5,148,145,12.5,3,8.62,2.07,no
706,6,8,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1006,6,11,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1206,6,13,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1606,6,17,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1706,6,18,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1806,6,19,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1906,6,20,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
2006,6,21,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
2106,6,22,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1854,54,19,138,141.5,130,8,11.5,6.15,8.85,no
2206,6,23,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
2406,6,25,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,yes
1306,6,14,121.3,121,123,-1.7,-2,-1.38,-1.63,yes
506,6,6,121.3,120.6,123,-1.7,-2.4,-1.38,-1.95,yes
806,6,9,121.3,119.4,123,-1.7,-3.6,-1.38,-2.93,yes
906,6,10,121.3,119.4,123,-1.7,-3.6,-1.38,-2.93,yes
1506,6,16,121.3,104.2,123,-1.7,-18.8,-1.38,-15.28,yes
1862,62,19,122.4,126.1,126,-3.6,0.1,-2.86,0.08,no
1863,63,19,127.9,117.1,115,12.9,2.1,11.22,1.83,no
127,27,2,120.1,121.2,117,3.1,4.2,2.65,3.59,yes
527,27,6,120.1,120.7,117,3.1,3.7,2.65,3.16,yes
427,27,5,120.1,120.6,117,3.1,3.6,2.65,3.08,yes
1867,67,19,125.5,119.5,123,2.5,-3.5,2.03,-2.85,no
1868,68,19,103.8,102.5,105,-1.2,-2.5,-1.14,-2.38,no
1869,69,19,523.6,117.4,120,403.6,-2.6,336.33,-2.17,no
27,27,1,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
227,27,3,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1872,72,19,205.9,137.4,147,58.9,-9.6,40.07,-6.53,no
1873,73,19,280.5,134.3,137,143.5,-2.7,104.74,-1.97,no
1874,74,19,229.3,138,146,83.3,-8,57.05,-5.48,no
1875,75,19,146.6,120.2,110,36.6,10.2,33.27,9.27,no
327,27,4,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1877,77,19,677.7,124,155,522.7,-31,337.23,-20,no
1878,78,19,148.6,122.2,128,20.6,-5.8,16.09,-4.53,no
1879,79,19,139.1,138.3,129,10.1,9.3,7.83,7.21,no
1880,80,19,152.6,122.9,128,24.6,-5.1,19.22,-3.98,no
1881,81,19,195.4,119.7,120,75.4,-0.3,62.83,-0.25,no
1882,82,19,165,154.9,165,0,-10.1,0,-6.12,no
1883,83,19,750.4,136.5,130,620.4,6.5,477.23,5,no
1884,84,19,135.3,135.3,138,-2.7,-2.7,-1.96,-1.96,no
1885,85,19,113.4,113.6,110,3.4,3.6,3.09,3.27,no
627,27,7,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
727,27,8,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1888,88,19,123.9,124.8,163,-39.1,-38.2,-23.99,-23.44,no
1889,89,19,554.3,132.9,120,434.3,12.9,361.92,10.75,no
1890,90,19,1319.8,164.7,156,1163.8,8.7,746.03,5.58,no
1027,27,11,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1327,27,14,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1427,27,15,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1927,27,20,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1895,95,19,558.3,558.3,128,430.3,430.3,336.17,336.17,no
2027,27,21,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
2227,27,23,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
2327,27,24,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1899,99,19,124.7,127.2,115,9.7,12.2,8.43,10.61,no
2427,27,25,120.1,120.1,117,3.1,3.1,2.65,2.65,yes
1827,27,19,120.1,119.5,117,3.1,2.5,2.65,2.14,yes
1902,2,20,129.8,122,125,4.8,-3,3.84,-2.4,no
2127,27,22,120.1,118.8,117,3.1,1.8,2.65,1.54,yes
1127,27,12,120.1,118.4,117,3.1,1.4,2.65,1.2,yes
927,27,10,120.1,116.9,117,3.1,-0.1,2.65,-0.09,yes
827,27,9,120.1,112.8,117,3.1,-4.2,2.65,-3.59,yes
1724,24,18,120.1,121.7,109,11.1,12.7,10.18,11.65,yes
824,24,9,120.1,112.8,109,11.1,3.8,10.18,3.49,yes
1909,9,20,136.2,126.4,125,11.2,1.4,8.96,1.12,no
1910,10,20,122.5,116.8,115,7.5,1.8,6.52,1.57,no
1911,11,20,142.9,132.9,131,11.9,1.9,9.08,1.45,no
924,24,10,120.1,112.8,109,11.1,3.8,10.18,3.49,yes
2224,24,23,120.1,112.7,109,11.1,3.7,10.18,3.39,yes
1324,24,14,120.1,111.8,109,11.1,2.8,10.18,2.57,yes
16,16,1,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
116,16,2,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1917,17,20,112.9,112.3,111,1.9,1.3,1.71,1.17,no
216,16,3,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1919,19,20,135.8,133.1,140,-4.2,-6.9,-3,-4.93,no
1920,20,20,131.6,128.6,123,8.6,5.6,6.99,4.55,no
316,16,4,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
416,16,5,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
516,16,6,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1924,24,20,120.1,112.9,109,11.1,3.9,10.18,3.58,no
616,16,7,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1926,26,20,123.6,115.1,124,-0.4,-8.9,-0.32,-7.18,no
716,16,8,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1016,16,11,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1416,16,15,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1930,30,20,121.9,123.1,118,3.9,5.1,3.31,4.32,no
1716,16,18,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1916,16,20,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
2016,16,21,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1934,34,20,146.4,128.4,130,16.4,-1.6,12.62,-1.23,no
1935,35,20,136.2,128.6,125,11.2,3.6,8.96,2.88,no
2116,16,22,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
2216,16,23,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1938,38,20,146,137.6,123,23,14.6,18.7,11.87,no
1939,39,20,129.2,124.5,120,9.2,4.5,7.67,3.75,no
1940,40,20,173.3,152.6,152,21.3,0.6,14.01,0.39,no
2316,16,24,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
2416,16,25,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,yes
1943,43,20,117.2,111,112,5.2,-1,4.64,-0.89,no
1316,16,14,119.4,116.8,122,-2.6,-5.2,-2.13,-4.26,yes
1116,16,12,119.4,115.2,122,-2.6,-6.8,-2.13,-5.57,yes
1516,16,16,119.4,114.6,122,-2.6,-7.4,-2.13,-6.07,yes
816,16,9,119.4,107.5,122,-2.6,-14.5,-2.13,-11.89,yes
916,16,10,119.4,107.1,122,-2.6,-14.9,-2.13,-12.21,yes
849,49,9,118.8,132.1,120,-1.2,12.1,-1,10.08,yes
1950,50,20,122.2,120.5,120,2.2,0.5,1.83,0.42,no
1951,51,20,122.4,117.6,115,7.4,2.6,6.43,2.26,no
949,49,10,118.8,132.1,120,-1.2,12.1,-1,10.08,yes
1953,53,20,132,133.9,130,2,3.9,1.54,3,no
1954,54,20,138,137,130,8,7,6.15,5.38,no
1955,55,20,130.3,127.7,130,0.3,-2.3,0.23,-1.77,no
